,QUESTION,ENG,TYPE ENTITE,ROLE SEMANTIQUE,COMMENTAIRES
18576,Qui est l'auteur de L'invention de la solitude ?,Who,Human,,
17582,Qui Mr Jarndyce receuille-t-il à Bleak House à sa sortie d'école ?,Who,Human,,
1045,Au cours de quelle saison l'enchainement des 4 000 des Alpes est-il le plus difficile ?,When,Time,,
740,A qui la tête de Yohannes est-elle offerte ?,Who,Human,,
18421,Qui envahit l'Arménie romaine ?,Who,Human,,
18439,Qui est Consuelo Vanderbilt pour Churchill ?,Who,Human,,
6141,En quelle année le club a remporté la Coupe d'Écosse ?,When,Time,,
17922,Qui a réalisé les statues des gardiens de la Nandai-mon  ?,Who,Human,,
19139,Qui instaure le service de travail obligatoire ?,Who,Human,,
565,A quelle place Coppi termine-t-il son dernier Tour d'Italie ?,0,Measure,,
4647,De quand date le service de réanimation ?,When,Time,,
1422,Combien d'auto-entrepreneurs ont créé une entreprise à Sélestat en 2011 ?,How_Many,Measure,,
9463,Quand Bambi est il sorti ?,When,Time,,
19377,Qui préside l'exécutif qui remplace le gouvernement des démocrates ?,Who,Human,,
9623,Quand Ras Aloula demande-t-il à Gene de retirer ses troupes ?,When,Time,,
9642,Quand The Story of the Malakand Field Force est-il publié ?,When,Time,,
445,A quelle bataille se fait il remarqué en juin 1900 ?,0,Event,,
9741,Quand a fermé la version de l'attraction Snow White Adventures qui avait ouvert En 1994 au Magic Kingdom ?,When,Time,,
10220,Quand la loi martiale est-elle proclammée à Nauru?,When,Time,,
10160,Quand l'université Fordham fut elle fondée ?,When,Time,,
1246,Avec qui Tolkien avait parié sur la traduction de la première phrase en allemand ?,Who,Human,,
6056,En quelle année l'alliée a connu une mauvaise saison ?,When,Time,,
2248,Combien de tonnes de lest le Vasa avait il ?,How_Many,Measure,,
7214,"Où se produisent les fortes chutes de neige le plus, dans l'Antarctique?",Where,Location,,
17923,Qui a réalisé les structures ?,Who,Human,,
1273,Avec qui le prince Christophe était-il marié ?,Who,Human,,
7741,"Pendant combien de temps l'avion de Musharraf aurait-il encore pu voler, s'il n'avait pas atterri?",When,Time,,
7223,Où se reproduisent les insectes de les tourbières ?,Where,Location,,
7405,Où sont tirés les arguments repris par Dickens pour répondre au lettres de Lewes ?,Where,Location,,
5241,De qui s'inspire les travaux des frères Douillard dans la chapelle ?,Who,Human,,
10460,Quand ont été découvertes les formes géométriques ?,When,Time,,
17803,Qui a la main sur les prix des transports en commun à Lille ?,Who,Human,,
5216,De qui l'infant Charles prend-il la défense en seigneur loyal ?,Who,Human,,
1693,Combien de compositeurs d'imprimerie ont-ils été à l'oeuvre pour la Maison d'Apre-Vent ?,How_Many,Measure,,
9838,Quand appelle-t-il à cette nouvelle audience ?,When,Time,,
18963,Qui est retrouvée auprès d'Attila le matin ?,Who,Human,,
5200,De qui a été inspiré l'inspecteur Bucket ?,Who,Human,,
586,A quelle période est associée la décadence de l'art grec ?,When,Time,,
1731,Combien de départements comporte Ziguinchor?,How_Many,Measure,,
1684,Combien de cinémas du groupe CGR sont-ils présents en Béarn ?,How_Many,Measure,,
5763,En quelle année Catherine devient-elle sainte ?,When,Time,,
150,A partir de quelle année Priestley ne peut-il plus écrire ni faire d'expériences ?,When,Time,,
1493,Combien d'hypothèses circulent-elles dès l'Antiquité sur l'origine des Etrusques ?,How_Many,Measure,,
1094,Auprès de qui Cavour place-t-il une partie de la dette contractée ?,Who,Human,,
7553,Par qui a été fondée Pyrgi ?,Who,Human,,
1980,Combien de personnes peuvent êtres transportées chaque heure par le train monorail panoramique?,How_Many,Measure,,
1365,Combien a duré l'évolution en Europe?,How_Many,Measure,,
2421,Combien y avait-il de taxis sur les routes en 1914?,How_Many,Measure,,
18931,Qui est parvenu à exploiter l'opération d'inversion sur le corps fini F2n ?,Who,Human,,
10495,Quand s'est vu fermé le chemin de fer ?,When,Time,,
9502,Quand Churchill est-il nommé Premier Lord de l'Amirauté ?,When,Time,,
17812,Qui a le titre de commissaire général de l'artillerie dans les années 1800?,Who,Human,,
18991,Qui est un exemple de la tendance des critiques du XIXe siècle?,Who,Human,,
18570,Qui est l'auteur d'autres sources principales sur Catherine de Sienne ?,Who,Human,,
7251,Où se situe l'île de Pithécussia ?,Where,Location,,
18017,Qui a écrit la version écrite ?,Who,Human,,
19682,Qui sort vaincu de la première guerre balkanique ?,Who,Human,,
19032,Qui est à la fois époux et père dans le roman ?,Who,Human,,
7267,Où se situe le Chisoku-in ?,Where,Location,,
9729,Quand a eu lieu le conflit pour l'appropriation du Berry ?,When,Time,,
477,A quelle date l'ACS a-t-elle célébré son centenaire ?,When,Time,,
18038,Qui a écrit à Elizabeth ?,Who,Human,,
18753,Qui est le fils de Mrs Rouncewell ?,Who,Human,,
1520,Combien d'unités du secteur 5 trouve-t-on à l'hôpital Saint-Jacques ?,How_Many,Measure,,
6492,Jusqu'à quelle rue s'étendaient les travaux d'extension au sud avant 1921?,0,Location,,
601,A quelle température peut-on s'attendre durant l'été dans un climat océanique tempéré ?,How_Many,Measure,,
19547,Qui se baladent dans un parc comme des amoureux ?,Who,Human,,
19777,Qui voit en Némirovsky un beau type d'Israélite ?,Who,Human,,
4607,De quand date l'expédition sur laquelle se fonde Borioboola Bla ?,When,Time,,
1949,Combien de personnages sont-ils autorisés à franchir les passerelles entre les différents types de narrations ?,How_Many,Measure,,
19039,Qui est à la tête des troupes qui font le siège de Tolède en 1367 ?,Who,Human,,
266,A quel chapitre le criminel réapparaît-il ?,0,Reference,,
819,A quoi conduisent les cycles d'études long ?,What,Thing,Consequence,
5781,En quelle année Disney réalisa les Sept Nains ?,When,Time,,
19896,Qui était le président de l'école ?,Who,Human,,
10514,Quand se sont déroulées les années folles?,When,Time,,
19486,Qui s'accordent pour rétablir ce qui était observable à Anvers ?,Who,Human,,
19104,Qui fut le premier à apercevoir le sommet du Kilimandjaro ?,Who,Human,,
254,A quel animal correspond le Capra ibex ?,0,Animal,,
4577,De combien de travées de piliers est la largeur du bâtiment ?,How_Many,Measure,,
17982,Qui a écrit La Dunciade?,Who,Human,,
10396,Quand les centrales et syndicats autonomes se sont séparés officiellement?,When,Time,,
6149,En quelle année le haut fourneau 1 à Duisbourg a-t-il commencé sa cinquième campagne de production ?,When,Time,,
1237,Avec qui Merlin joue un rôle de séduction ?,Who,Human,,
7604,"Par qui étaient tenus les archives, annales et autres documents historiques depuis le VIIe siècle ?",Who,Human,,
407,A quel âge le Pur-sang peut être confronté à des compétitions ?,0,Measure,,
10061,Quand est-ce que la zone industrielle sud de Sélestat a commencé à se développer ?,When,Time,,
10244,Quand la religion nauruane tolémique est-elle abolie ?,When,Time,,
10216,Quand la grande porte Sud du Todai-ji a-t-elle été achevée ?,When,Time,,
19817,Qui étaient les adversaires principaux du roi Olaf ?,Who,Human,,
703,A qui confie-t-il son plan d'action ?,Who,Human,,
7294,Où se situent les Monts Cheviot ?,Where,Location,,
10176,Quand l'étude a-t-elle été rendu publique ?,When,Time,,
202,A quand remonte l'écriture de cet ouvrage ?,When,Time,,
1386,Combien d'accrochage ont lieu entre navires alliés et Japonais ?,How_Many,Measure,,
18911,Qui est maître de son jeu?,Who,Human,,
9689,Quand a commencé la grève des studios Disney ?,When,Time,,
2075,Combien de roches extraient les Étrusques ?,How_Many,Measure,,
6884,Où est rendu le culte de Hachiman ?,Where,Location,,
520,A quelle figure géométrique ressemble le fort ?,0,Abstract,,
1984,Combien de personnes seront employées pour les travaux d'aménagement du site de l'Exposition?,How_Many,Measure,,
18129,Qui apporte la preuve de la véracité du théorème des deux carrés ?,Who,Human,,
2337,Combien existe-t-il de principales formes de manufacture par cuisson ?,How_Many,Measure,,
18577,Qui est l'auteur de La Question de Palestine?,Who,Human,,
1231,Avec qui Lydia s'enfuit-elle ?,Who,Human,,
10014,Quand est-ce que Francis Graille a commencé à se retirer du LOSC ?,When,Time,,
9792,Quand a été ouvert le canal de Suez ?,When,Time,,
5155,De qui Amade Liben est-il l'allié ?,Who,Human,,
2311,Combien de votes au total sont comptés?,How_Many,Measure,,
6861,Où est la paroisse de Notre-Dame-de-la-Paix ?,Where,Location,,
1084,"Au total, environ combien d'architectes travailleront au Touquet-Paris-Plage ?",How_Many,Measure,,
4534,De combien d'objets la femme de Shomu fait elle don au Shoso-in ?,How_Many,Measure,,
564,A quelle personne parle le narrateur omniscient ?,0,Abstract,,texte
4633,De quand date le cimetière juif de Sélestat ?,When,Time,,
10092,Quand est-ce que se sont retrouvés Bompard et Garcia dans le monde professionnel ?,When,Time,,
706,A qui dresse-t-il un bilan ?,Who,Human,,
19876,Qui était le général commandant les troupes françaises en 1914?,Who,Human,,
6873,Où est mort Merlin ?,Where,Location,,
19652,Qui sont les moissenneurs?,Who,Human,,
7187,Où sa mère emmène-t-elle Catherine faire une cure ?,Where,Location,,
19671,Qui sont les seuls à maintenir une vie religieuse dans la région ?,Who,Human,,
323,A quel moment le LOSC débloque son compteur ?,When,Time,,
517,"A quelle famille appartient Elizabeth, personnage principal du livre Orgueil et Préjugés ?",0,Organization,,
10264,"Quand la ville du Touquet était-elle considérée comme ""la station de l'élégance""?",When,Time,,
751,A qui les Hohenstaufen donnent-ils le pouvoir ?,Who,Organization,,
18650,Qui est la femme de William Booth?,Who,Human,,
106,A partir de quand Dingo est-il le héros de ses films ?,When,Time,,
20635,À qui appartient la langue adûnaic?,Who,Human,,
9568,Quand Jackson et New Line trouve un accord ?,When,Time,,
7456,Où était le dernier concert du groupe ?,Where,Location,,
583,A quelle période de l'année se déroulait le Grand Prix d'Espagne ?,When,Time,,
2074,Combien de retouches ont-elles été effectuées sur l'oeuvre ?,How_Many,Measure,,
18581,Qui est l'auteur de The Lottery?,Who,Human,,
4539,De combien de centimètre Jacobsson avait il voulu élargir le navire ?,How_Many,Measure,,
645,A quels risques font face les journaux destouriens ?,0,Abstract,,
6682,Où Clementine s'installe t'elle après la naissance de son premier enfant ?,Where,Location,,
275,A quel dieu est dédié l'édifice religieux de Bassae ?,0,Thing,,
7433,Où vit Jo ?,Where,Location,,
18681,Qui est la titulaire de la voix s'exprimant à la première personne ?,Who,Human,,
18174,Qui avait voulu élargir le navire ?,Who,Human,,
19235,Qui ne participera plus jamais à une finale de Coupe Stanley après celle de 1928 ?,Who,Human,,
1044,Au cours de quelle période y a-t-il eu un apaisement des tensions?,When,Time,,
9580,Quand Lady Winchilsea est-elle morte ?,When,Time,,
104,A partir de quand Dariès parvient à occuper le fort de la Garde ?,When,Time,,
1303,Avec quoi la neige fondue des glaciers se mélange-t-elle lors de l'éruption du mont saint helens ?,Who,Human,,
7241,Où se situe La Courneuve -8 Mai 1945?,Where,Location,,
17819,Qui a marié Winston Churchill ?,Who,Human,,
20657,À qui revient l'idée d'empiler en quinconce les briques?,Who,Human,,
19861,"Qui était le bourreau , exécuteur de la peine de mort à Charles de La Cerda?",Who,Human,,
19841,Qui était Walter Guinness pour Churchill ?,Who,Human,,
9714,Quand a eu lieu la guerre sociale ?,When,Time,,
1917,Combien de nouvelles constructions sont apparues entre 1945 et 1991 ?,How_Many,Measure,,
6807,Où débarquent les employés japonais de la compagnie ?,Where,Location,,
1641,Combien de camps d'extermination de juifs y avait-il en Pologne?,How_Many,Measure,,
701,"A qui appartient un grand nombre d'objets de la maison, accumulés au cours du temps ?",Who,Human,,
2093,Combien de secousses ont-elles été enregistrées lors de l'éruption du mont saint helens ?,How_Many,Measure,,
19686,Qui souhaite envoyer le livre à l'éditeur ?,Who,Human,,
6057,En quelle année l'armistice de la première guerre mondiale est-il signé?,When,Time,,
17734,Qui a exécuter les effets d'inondation ?,Who,Human,,
18750,Qui est le femme de Merlin ?,Who,Human,,
6051,"En quelle année l'Histoire de Tom Jones, enfant trouvé est-elle publiée?",When,Time,,
18662,Qui est la mère d'André ?,Who,Human,,
9645,Quand Théodose met-il au point un plan ?,When,Time,,
392,A quel âge Blodig a fini l'ascension des 4 000 ?,0,Measure,,
18699,Qui est le chef de l'armée grecque qui a protégé les albanais lors de leur retour ?,Who,Human,,
7438,Où vivait les Samis ?,Where,Location,,
4559,De combien de moyens métrages préexistants ce film est la réunion ?,How_Many,Measure,,
10385,"Quand les Stranglers créent ils un ""service d'information"" ?",When,Time,,
10350,Quand le regina et le Pittsburgh sont-ils mis en service ?,When,Time,,
5509,Depuis quand le nombre d'habitants des communes est-il recensé ?,When,Time,,
10318,Quand le funiculaire fut-il mis hors service ?,When,Time,,
2088,Combien de sanctuaires sont dédiés à Hachiman de nos jours ?,How_Many,Measure,,
2211,Combien de temps les religieux donnent-ils au vicomte pour payer après leur accord secret ?,How_Many,Measure,,
6964,Où est-ce que se trouve La Monnaie de Paris ?,Where,Location,,
17737,Qui a fait des remarques à Siegfried Marcus concernant le bruit de sa voiture?,Who,Human,,
7139,Où parait le premier entretien de Némirovsky ?,Where,Location,,
1726,Combien de différents iglishmêk pouvons-nous compter ?,How_Many,Measure,,
1986,Combien de personnes sont emprisonnées ?,How_Many,Measure,,
17702,Qui a déclaré à Shawn Michaels qu'il allait lui manquer ?,Who,Human,,
6117,En quelle année la superficie du parc de Hamra atteigna les 1383ha ?,When,Time,,
19440,Qui remporte la grande boucle?,Who,Human,,
9633,Quand Snyder avait-il acheté les droits sur le Hobbit ?,When,Time,,
6783,Où aurait-on trouvé les premières traces de chat ?,Where,Location,,
18727,Qui est le dernier directeur adjoint de la SASP ?,Who,Human,,
19356,Qui prend la tête du Sanitat ?,Who,Human,,
587,A quelle période la démographie de Rotterdam baisse ?,When,Time,,
2050,Combien de pourcentage de parts de marché a obtenu la finale PSG - Lille ?,How_Many,Measure,,
19786,Qui y-a-t-il sous l'eau ?,Who,Human,,
6658,Où Anne Teresa De Keersmaeker a-t-elle terminée Fase ?,Where,Location,,
18301,Qui dirige l'écurie pour laquelle Nick Wirth développe un châssis en 1992 ?,Who,Human,,
1623,Combien de buts a encaissé le LOSC ?,How_Many,Measure,,
9501,Quand Churchill est-il atteint de pneumonie ?,When,Time,,
18965,Qui est riche ?,Who,Human,,
4546,De combien de facultés Fordham est elle composée ?,How_Many,Measure,,
18387,Qui dénonce les dégâts provoqués par l'appui de Churchill au roi ?,Who,Human,,
18785,Qui est le le propre équipier du Breton chez La Vie claire-Radar?,Who,Human,,
19607,Qui sont le(s) imaginateur(s) du pavillon de la Belgique?,Who,Human,,
6225,En quelle année un brevet pour un moteur à gaz est-il déposé?,When,Time,,
5229,De qui le témoignage est-il remis en cause?,Who,Human,,
1638,Combien de bâtiments viennent compléter l'hôpital Saint-Jacques en 1811 ?,How_Many,Measure,,
6928,Où est-ce que Chabert servait pour la Garde ?,Where,Location,,
9458,Quand Attila meurt-il ?,When,Time,,
6487,Jusqu'à quelle année la marque Rover utilise-t-elle des moteurs à turbine?,0,Time,,
5199,De qui William Flesh suit-il le raisonnement?,Who,Human,,
6450,Jusqu'où arrivait la plaque de fer ?,Where,Location,,
708,A qui est adressée la Déclaration Balfour?,Who,Human,,
6174,En quelle année les aiguilles du Diable ont été gravies par l'homme pour la première fois ?,When,Time,,
